Num,OS Speed X,OS Speed Y,OS Speed Z,OS Total Speed,OS Lo,OS La,OS Heading(Deg),TS1 Speed X,TS1 Speed Y,TS1 Speed Z,TS1 Total Speed,TS1 Lo,TS1 La,TS1 Heading(Deg)
,,,,,,,,0.003968323843963617,-0.055395090184902074,-0.0345486441597842,0.05553704719125788,364295.0,6922400.0,-92.64648218142813
0,2.2370368616248015,3.449867391245789,-0.23209942117116356,4.1116807922611365,394300.0,6934396.0,67.34237229007279,,,,,,,
